person_age,person_gender,person_education,person_emp_exp,person_home_ownership,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status,person_income_log,loan_amnt_log
24.0,female,High School,3,RENT,MEDICAL,13.47,0.23,2.0,628,No,1,10.938538620131126,9.472704636443673
24.0,male,High School,0,MORTGAGE,DEBTCONSOLIDATION,16.49,0.28,3.0,680,No,1,11.520407405317984,10.239959789157341
24.0,female,Bachelor,4,MORTGAGE,DEBTCONSOLIDATION,11.99,0.3,2.0,620,Yes,0,11.653069942864997,10.46310334047155
25.0,male,Master,4,RENT,PERSONAL,15.31,0.2,2.0,644,Yes,0,11.059676686008258,9.472704636443673
25.0,male,High School,6,MORTGAGE,VENTURE,10.99,0.16,3.0,638,No,0,11.650650551754035,9.798127036878302
22.0,female,Associate,2,MORTGAGE,EDUCATION,5.42,0.09,4.0,684,Yes,0,11.652896081223652,9.249561085129464
22.0,female,Bachelor,0,RENT,VENTURE,8.94,0.2,2.0,622,No,0,11.06027440525531,9.472704636443673
23.0,female,Bachelor,0,MORTGAGE,MEDICAL,8.49,0.09,4.0,625,Yes,0,11.652661320048594,9.205327830152639
24.0,male,Master,2,MORTGAGE,MEDICAL,11.01,0.05,4.0,619,Yes,0,11.651164509193995,8.656955133791396
22.0,male,Bachelor,0,RENT,HOMEIMPROVEMENT,7.88,0.22,3.0,624,No,1,10.97632038821675,9.472704636443673
22.0,male,Master,0,MORTGAGE,MEDICAL,10.59,0.04,2.0,614,Yes,0,11.652774360086626,8.517193191416238
25.0,male,High School,6,MORTGAGE,DEBTCONSOLIDATION,11.49,0.13,3.0,645,Yes,0,11.65179135383541,9.615805480084347
24.0,male,High School,5,OWN,HOMEIMPROVEMENT,15.23,0.09,3.0,593,Yes,0,11.650040428926104,9.210340371976184
26.0,male,Bachelor,3,RENT,HOMEIMPROVEMENT,17.93,0.2,2.0,694,Yes,0,11.101054885563546,9.472704636443673
22.0,female,Associate,0,MORTGAGE,MEDICAL,8.49,0.08,2.0,687,Yes,0,11.656393574493864,9.104979856318357
25.0,male,Bachelor,2,RENT,HOMEIMPROVEMENT,7.51,0.19,4.0,603,Yes,0,11.113253543902827,9.472704636443673
23.0,female,Bachelor,0,MORTGAGE,EDUCATION,14.17,0.17,4.0,592,Yes,0,11.652087227273356,9.903487552536127
22.0,female,Associate,0,OWN,PERSONAL,13.06,0.29,4.0,652,Yes,0,10.629343907505778,9.392661928770137
23.0,male,Bachelor,5,MORTGAGE,EDUCATION,11.11,0.24,2.0,644,No,1,11.519762042229218,10.093074320321495
26.0,female,Associate,4,MORTGAGE,VENTURE,10.37,0.13,4.0,561,Yes,0,11.650842227787278,9.615805480084347
24.0,female,Associate,1,RENT,DEBTCONSOLIDATION,11.83,0.19,4.0,635,Yes,0,11.131064572485236,9.472704636443673
24.0,male,Associate,6,OWN,PERSONAL,13.43,0.04,3.0,597,Yes,0,11.654294810432754,8.476371196895983
23.0,male,Bachelor,1,OWN,VENTURE,5.79,0.1,4.0,694,Yes,0,10.62570798058178,8.294049640102028
23.0,female,Master,0,MORTGAGE,DEBTCONSOLIDATION,6.92,0.04,3.0,692,No,0,11.649037275451104,8.411832675758411
26.0,female,Associate,2,MORTGAGE,VENTURE,15.65,0.15,2.0,612,Yes,0,11.650423978155862,9.740968623038354
25.0,male,Associate,2,MORTGAGE,EDUCATION,9.63,0.06,4.0,495,Yes,0,11.652087227273356,8.824677891164198
22.0,female,Master,0,RENT,VENTURE,9.99,0.18,4.0,499,Yes,0,11.199939259654329,9.472704636443673
21.0,female,Master,0,OWN,PERSONAL,13.98,0.23,4.0,715,Yes,0,10.632387902801891,9.169518377455928
24.0,male,Associate,0,MORTGAGE,MEDICAL,10.36,0.1,4.0,665,No,0,11.653600034252998,9.392661928770137
22.0,male,High School,0,MORTGAGE,MEDICAL,6.54,0.06,2.0,683,No,0,11.65596897363395,8.835646922534773
22.0,male,Master,0,RENT,DEBTCONSOLIDATION,8.94,0.18,2.0,663,Yes,0,11.200540779878075,9.472704636443673
25.0,female,High School,0,RENT,HOMEIMPROVEMENT,6.91,0.17,2.0,583,Yes,0,11.231053149814608,9.472704636443673
24.0,male,Master,0,OWN,VENTURE,6.39,0.06,3.0,669,Yes,0,10.625950787430126,7.824046010856292
22.0,female,Associate,0,MORTGAGE,EDUCATION,12.23,0.06,4.0,514,Yes,0,11.653000401835762,8.881836305004146
21.0,male,Bachelor,0,OWN,MEDICAL,7.88,0.24,2.0,676,Yes,0,10.626387691245421,9.210340371976184
26.0,female,Doctorate,1,MORTGAGE,EDUCATION,6.91,0.06,4.0,628,No,0,11.652652624131763,8.892199092039693
22.0,female,Bachelor,0,RENT,EDUCATION,14.11,0.17,3.0,612,Yes,0,11.259116499345133,9.472704636443673
24.0,male,Associate,6,OWN,EDUCATION,16.32,0.22,3.0,645,No,0,11.652556964055423,10.126631103850338
21.0,male,Master,0,OWN,VENTURE,11.83,0.07,4.0,582,Yes,0,10.635206197071174,8.006367567650246
24.0,male,Bachelor,1,RENT,EDUCATION,13.49,0.16,2.0,686,Yes,0,11.279895705746931,9.472704636443673
23.0,female,Associate,4,MORTGAGE,VENTURE,7.88,0.03,3.0,651,No,0,11.65273957989742,8.294049640102028
22.0,female,High School,0,RENT,EDUCATION,11.01,0.16,4.0,663,Yes,0,11.278164694315828,9.472704636443673
22.0,male,Master,0,MORTGAGE,MEDICAL,7.51,0.1,3.0,594,No,0,11.651939301497018,9.392661928770137
24.0,male,Associate,4,RENT,VENTURE,11.01,0.16,2.0,579,Yes,0,11.276557353359111,9.472704636443673
24.0,female,Bachelor,5,MORTGAGE,HOMEIMPROVEMENT,7.88,0.16,2.0,569,No,0,11.653921428237009,9.798127036878302
25.0,female,High School,1,MORTGAGE,EDUCATION,7.14,0.06,3.0,536,Yes,0,11.653356748503997,8.779557455883728
23.0,male,Master,0,RENT,MEDICAL,7.66,0.18,4.0,613,No,1,11.199337377386213,9.472704636443673
21.0,male,Master,1,MORTGAGE,VENTURE,11.01,0.13,2.0,706,No,0,11.650057866173809,9.615805480084347
24.0,female,Bachelor,1,RENT,VENTURE,13.98,0.16,3.0,647,No,0,11.31362050313586,9.472704636443673
26.0,male,Master,3,MORTGAGE,EDUCATION,14.96,0.17,3.0,714,No,0,11.65260044704271,9.903487552536127
26.0,male,Associate,0,MORTGAGE,VENTURE,9.88,0.04,2.0,533,Yes,0,11.65060698389491,8.517193191416238
24.0,male,Associate,5,MORTGAGE,VENTURE,15.33,0.14,3.0,591,No,0,11.651686907011804,9.680344001221918
23.0,male,High School,1,MORTGAGE,EDUCATION,12.73,0.13,4.0,615,Yes,0,11.651208052770235,9.615805480084347
24.0,male,High School,3,MORTGAGE,VENTURE,10.62,0.17,4.0,538,Yes,0,11.651643384282051,9.903487552536127
24.0,male,Bachelor,1,MORTGAGE,EDUCATION,7.88,0.04,3.0,632,No,0,11.652513479177282,8.517193191416238
23.0,male,High School,1,RENT,EDUCATION,11.58,0.15,3.0,583,Yes,0,11.34984167008368,9.472704636443673
22.0,male,Bachelor,0,MORTGAGE,DEBTCONSOLIDATION,10.99,0.1,4.0,569,Yes,0,11.652974322702978,9.392661928770137
23.0,male,Bachelor,3,OWN,EDUCATION,7.74,0.09,4.0,601,Yes,0,11.65202631930962,9.296518068217235
24.0,male,Bachelor,3,RENT,HOMEIMPROVEMENT,7.9,0.15,3.0,575,Yes,0,11.353812493313155,9.472704636443673
26.0,female,High School,2,OWN,MEDICAL,8.94,0.01,4.0,621,No,0,11.650580842268289,6.907755278982137
23.0,female,Master,1,MORTGAGE,PERSONAL,18.78,0.22,4.0,541,Yes,0,11.654598623286374,10.126631103850338
24.0,female,Associate,0,RENT,DEBTCONSOLIDATION,10.0,0.15,2.0,702,No,0,11.351887790813063,9.472704636443673
26.0,male,High School,5,OWN,EDUCATION,11.01,0.07,2.0,683,Yes,0,11.65106870665167,8.987196820661973
23.0,male,Bachelor,3,MORTGAGE,EDUCATION,11.83,0.13,3.0,707,No,0,11.649237986667607,9.574983485564092
23.0,male,Bachelor,2,MORTGAGE,EDUCATION,11.83,0.2,4.0,687,No,1,11.518837951721832,9.903487552536127
23.0,male,Bachelor,0,MORTGAGE,DEBTCONSOLIDATION,14.61,0.05,2.0,585,No,1,11.518818069425027,8.517193191416238
24.0,female,Master,4,RENT,HOMEIMPROVEMENT,10.99,0.14,4.0,540,Yes,0,11.417768273462597,9.472704636443673
21.0,male,Associate,0,MORTGAGE,PERSONAL,12.84,0.15,4.0,575,No,1,11.522935199999528,9.615805480084347
23.0,female,Associate,0,MORTGAGE,PERSONAL,7.68,0.05,3.0,680,No,0,11.651939301497018,8.699514748210191
25.0,male,Bachelor,4,MORTGAGE,VENTURE,8.0,0.03,4.0,640,No,0,11.653252465061506,8.294049640102028
23.0,female,Bachelor,0,RENT,DEBTCONSOLIDATION,6.91,0.14,2.0,675,No,0,11.42030566285212,9.472704636443673
21.0,female,High School,0,OWN,VENTURE,11.48,0.29,4.0,525,Yes,0,10.614646542147758,9.392661928770137
23.0,female,Master,0,OWN,EDUCATION,8.59,0.12,4.0,697,Yes,0,10.617955814799757,8.517193191416238
25.0,female,Master,4,RENT,DEBTCONSOLIDATION,11.48,0.14,4.0,690,Yes,0,11.421215795542103,9.472704636443673
23.0,male,High School,3,RENT,MEDICAL,11.01,0.14,2.0,699,Yes,0,11.4343907863158,9.472704636443673
22.0,male,Bachelor,2,MORTGAGE,PERSONAL,9.07,0.09,3.0,579,Yes,0,11.656653445252935,9.210340371976184
24.0,male,Bachelor,3,MORTGAGE,PERSONAL,10.08,0.22,4.0,541,Yes,0,11.654971752762291,10.126631103850338
25.0,female,Bachelor,2,RENT,PERSONAL,11.71,0.13,3.0,526,Yes,0,11.523865405008562,9.472704636443673
24.0,male,Bachelor,4,RENT,MEDICAL,11.83,0.13,3.0,510,Yes,0,11.53087343227086,9.472704636443673
25.0,male,High School,0,MORTGAGE,PERSONAL,7.43,0.04,2.0,651,Yes,0,11.653643471909108,8.517193191416238
25.0,female,High School,2,OWN,EDUCATION,9.91,0.02,3.0,603,Yes,0,11.651277718548691,7.937374696163295
23.0,male,Bachelor,0,RENT,EDUCATION,10.62,0.12,3.0,678,Yes,0,11.554096198673905,9.472704636443673
21.0,male,Bachelor,2,MORTGAGE,DEBTCONSOLIDATION,15.28,0.1,4.0,648,No,1,11.5216869706388,9.210340371976184
24.0,female,Bachelor,0,MORTGAGE,MEDICAL,13.35,0.16,3.0,666,Yes,0,11.655006455404033,9.798127036878302
25.0,male,Master,3,RENT,DEBTCONSOLIDATION,7.29,0.12,2.0,599,No,0,11.56339992420376,9.472704636443673
26.0,female,Associate,5,MORTGAGE,HOMEIMPROVEMENT,8.88,0.21,3.0,662,Yes,0,11.65143444880753,10.096171896365629
24.0,male,Bachelor,2,MORTGAGE,VENTURE,5.79,0.14,4.0,543,Yes,0,11.65439898523817,9.680344001221918
23.0,female,Bachelor,1,RENT,DEBTCONSOLIDATION,12.73,0.12,2.0,558,Yes,0,11.59852501246412,9.472704636443673
25.0,male,Master,4,MORTGAGE,EDUCATION,7.51,0.16,4.0,645,Yes,0,11.657112385282726,9.798127036878302
23.0,female,Associate,2,MORTGAGE,VENTURE,7.51,0.09,4.0,546,Yes,0,11.652165532061732,9.210340371976184
22.0,female,High School,0,OWN,EDUCATION,10.95,0.06,4.0,646,No,0,11.651417035547333,8.881836305004146
24.0,female,Associate,5,RENT,PERSONAL,8.94,0.12,4.0,588,No,0,11.600524169449297,9.472704636443673
25.0,female,High School,3,MORTGAGE,PERSONAL,14.72,0.16,4.0,507,Yes,0,11.652896081223652,9.798127036878302
24.0,female,Master,0,MORTGAGE,DEBTCONSOLIDATION,9.32,0.06,3.0,598,No,1,11.522915398999576,8.699514748210191
23.0,female,Associate,1,OWN,VENTURE,7.74,0.04,2.0,601,No,0,11.654563906488647,8.37216741936598
21.0,male,Associate,0,MORTGAGE,PERSONAL,5.42,0.1,2.0,553,Yes,0,11.658020984588068,9.392661928770137
26.0,female,Bachelor,3,MORTGAGE,PERSONAL,12.68,0.04,3.0,575,Yes,0,11.657389379207943,8.517193191416238
26.0,male,Associate,1,RENT,MEDICAL,14.42,0.15,2.0,554,No,1,11.349829898661163,9.472704636443673
24.0,female,Associate,0,RENT,DEBTCONSOLIDATION,8.9,0.1,2.0,553,Yes,0,11.798630584537788,9.472704636443673
26.0,female,Bachelor,6,RENT,EDUCATION,7.9,0.1,3.0,595,Yes,0,11.803151798044262,9.472704636443673
24.0,female,High School,2,MORTGAGE,VENTURE,10.99,0.05,4.0,575,No,0,11.659110215145802,8.699514748210191
23.0,male,Bachelor,0,MORTGAGE,EDUCATION,14.96,0.12,4.0,687,No,0,11.659645750521209,9.51044496442652
24.0,male,Associate,3,RENT,MEDICAL,12.69,0.12,4.0,587,No,1,11.602647331927457,9.472704636443673
24.0,female,Associate,4,OWN,VENTURE,11.01,0.34,2.0,682,No,0,10.611868113736662,9.546812608597396
23.0,male,High School,1,RENT,PERSONAL,11.71,0.09,4.0,617,No,0,11.884675210964911,9.472704636443673
26.0,male,Associate,5,RENT,HOMEIMPROVEMENT,15.99,0.1,3.0,691,No,1,11.778990565197043,9.472704636443673
24.0,male,High School,0,MORTGAGE,DEBTCONSOLIDATION,16.07,0.16,4.0,651,No,1,11.526384484654384,9.680344001221918
25.0,male,High School,0,MORTGAGE,HOMEIMPROVEMENT,14.65,0.18,3.0,629,Yes,0,11.661173041430432,9.95227771670556
24.0,male,Associate,0,MORTGAGE,HOMEIMPROVEMENT,7.9,0.3,4.0,604,No,0,11.661440293178858,10.46310334047155
25.0,male,Bachelor,7,MORTGAGE,VENTURE,12.69,0.09,4.0,640,Yes,0,11.664083098671798,9.298809019963791
22.0,female,Bachelor,0,MORTGAGE,MEDICAL,15.27,0.25,2.0,616,No,1,11.36883567094082,9.980448593672257
22.0,male,Master,0,MORTGAGE,EDUCATION,7.9,0.03,3.0,686,Yes,0,11.659922043704569,8.006367567650246
22.0,male,High School,0,MORTGAGE,EDUCATION,12.69,0.05,3.0,641,Yes,0,11.662129645301356,8.612503371220562
25.0,female,Associate,1,MORTGAGE,PERSONAL,18.25,0.3,2.0,681,Yes,0,11.666015582600165,10.46310334047155
22.0,male,Master,0,MORTGAGE,EDUCATION,13.49,0.05,3.0,723,Yes,0,11.663076729214897,8.699514748210191
23.0,male,Master,0,MORTGAGE,PERSONAL,6.62,0.08,4.0,573,No,0,11.663171388291698,9.104979856318357
25.0,male,Associate,5,MORTGAGE,MEDICAL,6.03,0.12,3.0,641,No,0,11.660543424397899,9.546812608597396
23.0,female,Bachelor,1,MORTGAGE,PERSONAL,6.62,0.01,3.0,688,Yes,0,11.659688926363469,7.313220387090301
26.0,female,Associate,2,MORTGAGE,HOMEIMPROVEMENT,19.42,0.21,4.0,658,Yes,0,11.661405813095412,10.085809109330082
25.0,female,Bachelor,2,RENT,MEDICAL,9.99,0.19,2.0,593,Yes,0,11.162672711690245,9.517825071724143
24.0,female,High School,2,MORTGAGE,DEBTCONSOLIDATION,8.9,0.04,4.0,680,Yes,0,11.660448516221487,8.517193191416238
25.0,male,Bachelor,2,MORTGAGE,DEBTCONSOLIDATION,7.49,0.3,3.0,628,No,0,11.664323789110673,10.46310334047155
25.0,female,Master,6,RENT,DEBTCONSOLIDATION,10.0,0.16,3.0,592,No,0,11.322188598574927,9.517825071724143
22.0,male,High School,0,RENT,PERSONAL,7.29,0.16,4.0,548,Yes,0,11.35317915878581,9.517825071724143
24.0,male,Bachelor,0,MORTGAGE,HOMEIMPROVEMENT,11.99,0.04,3.0,630,No,0,11.663429503877289,8.476371196895983
26.0,male,Bachelor,2,MORTGAGE,PERSONAL,5.42,0.09,3.0,691,No,0,11.664847949928335,9.210340371976184
22.0,male,Bachelor,0,RENT,PERSONAL,12.21,0.16,4.0,563,Yes,0,11.350230049311453,9.517825071724143
25.0,female,Bachelor,7,RENT,PERSONAL,11.99,0.15,2.0,620,No,0,11.394141928980261,9.517825071724143
23.0,male,High School,1,RENT,PERSONAL,9.88,0.14,3.0,612,Yes,0,11.464711634688511,9.517825071724143
25.0,male,High School,3,MORTGAGE,VENTURE,6.99,0.17,3.0,659,Yes,0,11.661888426109476,9.903487552536127
23.0,female,Master,0,MORTGAGE,MEDICAL,7.49,0.1,4.0,579,Yes,0,11.663971329844008,9.392661928770137
24.0,male,High School,0,MORTGAGE,HOMEIMPROVEMENT,5.99,0.09,2.0,636,Yes,0,11.664203451132721,9.305650551780507
23.0,male,Bachelor,0,RENT,PERSONAL,6.03,0.13,3.0,678,No,0,11.542833720708893,9.517825071724143
24.0,male,High School,0,MORTGAGE,VENTURE,5.42,0.1,4.0,630,Yes,0,11.664873721242287,9.392661928770137
25.0,male,High School,1,OWN,VENTURE,10.38,0.2,2.0,660,No,0,10.617833444237068,8.987196820661973
23.0,female,Bachelor,3,OWN,MEDICAL,13.49,0.07,3.0,668,No,0,11.66656458540186,8.987196820661973
24.0,male,Associate,1,MORTGAGE,VENTURE,5.99,0.04,3.0,512,Yes,0,11.662818522544844,8.34283980427146
26.0,male,Bachelor,3,RENT,MEDICAL,11.01,0.17,3.0,608,Yes,0,11.274046255019954,9.519661619531444
23.0,female,High School,4,MORTGAGE,EDUCATION,5.42,0.03,2.0,588,Yes,0,11.663515527602685,8.294049640102028
23.0,female,Associate,0,MORTGAGE,EDUCATION,7.49,0.09,3.0,614,No,0,11.660094688186849,9.210340371976184
22.0,female,Associate,0,MORTGAGE,EDUCATION,7.49,0.08,4.0,597,Yes,0,11.662267458719432,9.104979856318357
25.0,female,Master,3,RENT,DEBTCONSOLIDATION,16.35,0.34,4.0,663,No,1,10.609600315486096,9.521494800613105
21.0,male,Associate,0,OWN,EDUCATION,13.11,0.27,3.0,686,Yes,0,10.608489190543079,9.305650551780507
24.0,male,Associate,2,MORTGAGE,VENTURE,11.01,0.04,4.0,650,Yes,0,11.660111950995853,8.34283980427146
24.0,male,Master,2,OWN,VENTURE,14.26,0.2,3.0,665,Yes,0,10.612557293639888,8.987196820661973
21.0,female,High School,0,OWN,EDUCATION,14.61,0.12,3.0,664,No,0,10.624468747775484,8.517193191416238
25.0,male,Bachelor,2,MORTGAGE,DEBTCONSOLIDATION,16.02,0.05,3.0,704,No,1,11.532737896139919,8.517193191416238
26.0,male,Associate,2,MORTGAGE,MEDICAL,11.11,0.17,4.0,621,Yes,0,11.664255026325066,9.903487552536127
23.0,female,Associate,0,MORTGAGE,PERSONAL,5.79,0.06,3.0,585,No,0,11.662370806320569,8.85366542803745
26.0,male,High School,5,MORTGAGE,VENTURE,10.0,0.1,3.0,488,Yes,0,11.662689394204008,9.360913230455557
26.0,male,Bachelor,2,MORTGAGE,VENTURE,7.29,0.07,4.0,582,Yes,0,11.661431673269453,8.987196820661973
22.0,male,High School,0,MORTGAGE,VENTURE,13.8,0.22,4.0,654,Yes,0,11.663704753754304,10.126631103850338
23.0,male,Master,3,MORTGAGE,VENTURE,11.11,0.17,2.0,668,No,0,11.66075909130551,9.903487552536127
23.0,female,High School,0,OWN,VENTURE,11.58,0.09,4.0,587,Yes,0,10.599754860432316,8.1886891244442
25.0,female,Master,2,RENT,MEDICAL,18.79,0.25,2.0,624,No,1,10.91670533818729,9.521494800613105
25.0,male,Master,5,MORTGAGE,DEBTCONSOLIDATION,11.11,0.16,4.0,561,Yes,0,11.662749656171407,9.811920359010637
25.0,male,High School,3,MORTGAGE,MEDICAL,14.09,0.29,2.0,681,No,1,11.36883567094082,10.126631103850338
22.0,male,High School,0,MORTGAGE,EDUCATION,11.01,0.1,3.0,625,No,0,11.662396641552075,9.392661928770137
26.0,male,Associate,1,MORTGAGE,HOMEIMPROVEMENT,5.79,0.14,2.0,634,Yes,0,11.665414765470821,9.680344001221918
21.0,male,Associate,2,RENT,DEBTCONSOLIDATION,15.05,0.37,4.0,678,No,1,10.511485258054378,9.528794103094718
25.0,male,High School,5,RENT,DEBTCONSOLIDATION,7.51,0.32,4.0,554,No,1,10.674012354117417,9.528794103094718
25.0,female,High School,0,MORTGAGE,PERSONAL,14.84,0.03,2.0,558,No,1,11.529035006703296,8.160518247477505
22.0,female,Bachelor,0,MORTGAGE,EDUCATION,7.88,0.17,3.0,635,No,0,11.658825055130215,9.903487552536127
26.0,female,Bachelor,4,OWN,MEDICAL,8.49,0.25,3.0,644,Yes,0,10.606733567773487,9.210340371976184
22.0,female,Bachelor,0,RENT,EDUCATION,14.96,0.21,2.0,611,Yes,0,11.08598132518494,9.528794103094718
23.0,female,Associate,0,MORTGAGE,VENTURE,10.38,0.04,4.0,568,No,0,11.663696153342345,8.517193191416238
21.0,male,Bachelor,0,OWN,VENTURE,13.61,0.06,3.0,651,Yes,0,10.61009375278023,7.824046010856292
23.0,male,High School,4,OWN,VENTURE,7.29,0.2,3.0,453,Yes,0,10.60472690299341,8.987196820661973
22.0,male,High School,0,MORTGAGE,VENTURE,7.88,0.07,4.0,585,Yes,0,11.662456921163376,8.987196820661973
24.0,male,High School,1,MORTGAGE,DEBTCONSOLIDATION,7.51,0.13,4.0,560,No,0,11.661164419217023,9.615805480084347
22.0,female,Master,2,OWN,VENTURE,11.78,0.17,4.0,710,No,0,10.600502244622563,8.85366542803745
23.0,male,Bachelor,0,MORTGAGE,DEBTCONSOLIDATION,7.51,0.04,2.0,671,Yes,0,11.665929773679418,8.517193191416238
24.0,female,Associate,0,OWN,EDUCATION,7.29,0.11,2.0,610,Yes,0,10.595509099808563,8.34283980427146
24.0,male,High School,0,MORTGAGE,MEDICAL,10.38,0.02,3.0,645,Yes,0,11.664186258810812,7.600902459542082
24.0,female,Bachelor,2,RENT,HOMEIMPROVEMENT,8.49,0.14,2.0,725,No,0,11.469986648228536,9.532423871145296
25.0,male,High School,3,RENT,PERSONAL,11.99,0.14,3.0,546,Yes,0,11.489881991801616,9.532423871145296
25.0,female,High School,4,MORTGAGE,EDUCATION,11.01,0.17,2.0,580,Yes,0,11.665655135642039,9.903487552536127
25.0,female,High School,4,OWN,EDUCATION,9.88,0.03,3.0,521,Yes,0,11.664521455785145,8.294049640102028
24.0,male,High School,0,RENT,VENTURE,7.66,0.11,2.0,553,No,0,11.753342958954706,9.532423871145296
22.0,male,Bachelor,0,MORTGAGE,VENTURE,10.99,0.04,4.0,531,Yes,0,11.662827130508072,8.517193191416238
26.0,female,Associate,1,MORTGAGE,EDUCATION,13.11,0.1,4.0,553,Yes,0,11.659870244547157,9.392661928770137
23.0,female,Master,2,MORTGAGE,EDUCATION,10.99,0.17,3.0,649,Yes,0,11.664435518553645,9.903487552536127
23.0,female,Bachelor,1,OWN,VENTURE,13.99,0.13,3.0,597,Yes,0,10.595233752180444,8.517193191416238
25.0,female,High School,2,OWN,MEDICAL,11.01,0.09,4.0,522,No,0,10.59803375400978,8.1886891244442
26.0,female,High School,3,MORTGAGE,HOMEIMPROVEMENT,10.99,0.09,4.0,565,Yes,0,11.661354090741,9.210340371976184
22.0,female,Master,0,MORTGAGE,MEDICAL,14.96,0.17,3.0,698,No,1,11.367309923664546,9.615805480084347
26.0,female,Associate,6,OWN,MEDICAL,16.45,0.19,3.0,637,No,1,11.367009123069932,9.711115659888671
26.0,male,High School,6,RENT,VENTURE,7.49,0.1,3.0,597,Yes,0,11.863307650973436,9.532423871145296
24.0,male,Associate,0,OWN,EDUCATION,14.42,0.14,3.0,597,No,0,10.600950407163676,8.630521876723241
26.0,male,High School,4,MORTGAGE,HOMEIMPROVEMENT,16.7,0.17,4.0,638,Yes,0,11.66072458772576,9.903487552536127
25.0,female,Bachelor,1,MORTGAGE,VENTURE,11.83,0.04,4.0,649,Yes,0,11.660396744328438,8.517193191416238
25.0,female,High School,3,RENT,VENTURE,10.62,0.15,4.0,646,No,0,11.438094154347224,9.539644119118783
21.0,male,Bachelor,0,OWN,EDUCATION,12.53,0.06,4.0,658,No,0,11.664048709593766,8.85366542803745
24.0,male,High School,1,MORTGAGE,HOMEIMPROVEMENT,13.92,0.05,4.0,479,Yes,0,11.66060381582061,8.699514748210191
26.0,male,Master,5,RENT,VENTURE,6.92,0.27,2.0,675,No,1,10.847198879986275,9.546812608597396
23.0,male,High School,0,,EDUCATION,11.01,0.1,2.0,654,No,0,11.663102546215393,9.392661928770137
26.0,male,High School,8,RENT,DEBTCONSOLIDATION,9.45,0.27,2.0,664,No,1,10.844353816976325,9.546812608597396
22.0,male,High School,0,MORTGAGE,EDUCATION,13.04,0.1,2.0,476,Yes,0,11.662198554384462,9.341368634382587
25.0,male,Bachelor,1,MORTGAGE,EDUCATION,15.01,0.02,4.0,678,No,1,11.533051569353818,7.661527081358517
24.0,male,Bachelor,6,RENT,MEDICAL,7.51,0.26,2.0,727,No,1,10.87804719253426,9.546812608597396
23.0,male,Associate,5,MORTGAGE,MEDICAL,5.42,0.09,2.0,684,Yes,0,11.66613570272043,9.210340371976184
24.0,female,High School,2,MORTGAGE,VENTURE,7.88,0.12,4.0,645,Yes,0,11.667250415325782,9.574983485564092
23.0,female,Bachelor,1,MORTGAGE,EDUCATION,15.65,0.22,2.0,598,No,0,11.665440522181518,10.134599273499514
26.0,female,Associate,6,MORTGAGE,PERSONAL,6.17,0.13,3.0,596,Yes,0,11.669493221313092,9.615805480084347
22.0,male,Associate,0,MORTGAGE,VENTURE,10.25,0.15,3.0,601,No,0,11.67216602648737,9.798127036878302
25.0,male,Master,5,MORTGAGE,PERSONAL,6.17,0.09,2.0,734,No,0,11.668723358823826,9.210340371976184
26.0,male,Associate,1,MORTGAGE,VENTURE,7.51,0.15,4.0,590,Yes,0,11.671884565789792,9.798127036878302
24.0,male,Associate,0,MORTGAGE,EDUCATION,17.19,0.12,4.0,655,Yes,0,11.669860835373767,9.546812608597396
26.0,female,Master,1,,EDUCATION,11.58,0.21,2.0,583,No,0,11.670749390163783,10.126631103850338
25.0,female,Associate,5,MORTGAGE,EDUCATION,7.9,0.15,4.0,593,Yes,0,11.67163715612505,9.798127036878302
25.0,male,High School,0,RENT,PERSONAL,16.49,0.29,3.0,627,No,1,10.778143459633002,9.546812608597396
24.0,male,Associate,0,MORTGAGE,DEBTCONSOLIDATION,6.17,0.08,2.0,528,Yes,0,11.67379353254501,9.137769679141348
23.0,female,Bachelor,3,MORTGAGE,EDUCATION,9.91,0.1,2.0,598,No,0,11.677142451952017,9.392661928770137
25.0,female,Master,4,MORTGAGE,PERSONAL,11.01,0.07,4.0,704,No,0,11.673282559385532,8.987196820661973
24.0,female,Bachelor,2,MORTGAGE,DEBTCONSOLIDATION,15.96,0.05,2.0,499,Yes,0,11.670552950839415,8.764053269347762
26.0,male,Bachelor,4,MORTGAGE,DEBTCONSOLIDATION,6.62,0.03,4.0,579,Yes,0,11.672958807955641,8.294049640102028
23.0,female,High School,0,MORTGAGE,MEDICAL,15.99,0.4,2.0,571,No,1,11.376681826100373,10.46310334047155
22.0,male,Master,0,MORTGAGE,PERSONAL,6.99,0.04,4.0,664,No,0,11.677346085107592,8.517193191416238
22.0,male,Master,1,RENT,EDUCATION,8.49,0.25,4.0,596,Yes,0,10.937010057038009,9.546812608597396
23.0,female,Master,0,MORTGAGE,DEBTCONSOLIDATION,6.62,0.14,2.0,708,No,0,11.672669046750935,9.680344001221918
24.0,female,High School,0,RENT,MEDICAL,15.58,0.29,3.0,630,No,1,10.793762797207002,9.546812608597396
24.0,female,Bachelor,4,MORTGAGE,PERSONAL,11.11,0.07,4.0,621,Yes,0,11.670262491570014,8.987196820661973
23.0,female,High School,2,RENT,EDUCATION,10.37,0.24,3.0,528,Yes,0,10.954623813179536,9.546812608597396
23.0,male,High School,0,OWN,MEDICAL,9.63,0.13,4.0,631,Yes,0,11.671739539962143,9.615805480084347
